Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0ScrUVrcTYIZijbqDZ3CJE,"Jamás","Amor Libre","Camilo Sesto",1975-01-02,204293,68,false,julianchy,2026-02-23T01:16:14Z,"bolero","Ariola",0.447,0.574,5,-5.442,1,0.0276,0.534,0.00000171,0.564,0.342,131.407,4
spotify:track:3aa8ZCrFFlKq7MZGCdkEkF,"Te Quiero Así","Te Quiero Así","Camilo Sesto",1980,283720,55,false,julianchy,2026-02-23T01:16:18Z,"bolero","Legacy Recordings",0.353,0.68,2,-4.092,1,0.0418,0.166,0.000136,0.122,0.433,74.803,4
spotify:track:5ozZHuU1nWqq2UaFM9xa5A,"Cómo Te Extraño Mi Amor","Como Te Extraño Mi Amor","Leo Dan",1964-10-31,175493,73,false,julianchy,2026-02-23T01:16:46Z,"ranchera,bolero,mariachi","Columbia",0.737,0.503,4,-9.83,1,0.0337,0.829,0,0.175,0.95,122.129,4
spotify:track:3DDtJh2PeHXUQ90uSZOoyg,"Pídeme la Luna","Como un León","Leo Dan",1992-10-31,222573,69,false,julianchy,2026-02-23T01:16:50Z,"ranchera,bolero,mariachi","Columbia",0.438,0.63,9,-11.851,1,0.0636,0.387,0.00000759,0.0785,0.468,165.142,4
spotify:track:2D7QsEzkNUzzFKqIFmvXcY,"Esa Pared","Exitos Con Mariachi","Leo Dan",2002-08-01,183640,61,false,julianchy,2026-02-23T01:16:53Z,"ranchera,bolero,mariachi","2015 Discos Continental, S.A. de C.V.",0.607,0.357,9,-7.283,1,0.0317,0.179,0,0.0571,0.736,107.362,4
spotify:track:3PDLKMueFy9va2zRQynuWK,"Llueve Sobre Mojado","Camilo","Camilo Sesto",1974-01-02,168466,58,false,julianchy,2026-02-23T01:17:01Z,"bolero","Ariola",0.365,0.649,0,-6.324,1,0.131,0.629,0,0.168,0.855,173.084,4
spotify:track:68PmM4PCTPh9HIJcKpnGAJ,"Has Nacido Libre","Horas de Amor","Camilo Sesto",1979-01-02,271573,56,false,julianchy,2026-02-23T01:17:14Z,"bolero","Ariola",0.658,0.514,7,-9.131,1,0.025,0.685,0,0.0976,0.671,104.138,4
spotify:track:350kyj3PwTFlQMOpWzRd3O,"Volveré","Diego En Los 70","Diego Verdaguer",2009-11-09,242253,73,false,julianchy,2026-02-23T01:17:36Z,"mariachi,ranchera","DIAM Music",0.5,0.417,7,-11.239,1,0.0325,0.871,0.0000171,0.232,0.455,120.067,4
spotify:track:3bWMCH2M7JWUga1WRagDzs,"Mi Viejo","Mi Viejo","Piero",1969-07-15,197960,65,false,julianchy,2026-02-23T01:17:44Z,"trova,nueva trova,bolero,latin folklore","Columbia",0.64,0.196,3,-9.643,0,0.0403,0.859,0.0000945,0.0888,0.299,75.525,4
spotify:track:3F1MIu5TCu3PAqO7aTqCAW,"Nuestro Juramento","Ecos de un Amor Perdido","Julio Jaramillo",1948-01-09,195973,65,false,julianchy,2026-02-23T01:17:48Z,"bolero,popular colombian music,ranchera","Evergreen Classics Records",0.835,0.313,11,-16.302,0,0.0381,0.784,0.00125,0.0672,0.791,125.177,4
spotify:track:5hqdPWZOEDlzMV3N8jQy9G,"Reminiscencias","Ecos de un Amor Perdido","Julio Jaramillo",1948-01-09,134943,60,false,julianchy,2026-02-23T01:17:52Z,"bolero,popular colombian music,ranchera","Evergreen Classics Records",0.716,0.421,7,-8.307,0,0.0495,0.593,0.00000103,0.203,0.752,158.363,3
spotify:track:4ufhKmLRwDVwiwHxsrPi4n,"Te Esperaré","Ecos de un Amor Perdido","Julio Jaramillo",1948-01-09,154186,54,false,julianchy,2026-02-23T01:17:57Z,"bolero,popular colombian music,ranchera","Evergreen Classics Records",0.491,0.446,7,-6.522,0,0.0494,0.36,0,0.199,0.536,169.616,3
spotify:track:1yvCNbdIg3lU2rKaXTWhxo,"Si No Te Hubieras Ido","Entre Besos Y Heridas","Marco Antonio Solís",2026-01-30,289226,71,false,julianchy,2026-02-23T01:18:05Z,"grupera,ranchera,mariachi,latin pop","UME - Global Clearing House",0.738,0.661,0,-4.577,1,0.024,0.231,0.000401,0.0936,0.452,95.031,4
spotify:track:1Vy7WUJubV9JEoebuJ9dfe,"Más Que Tu Amigo","Tu Amor O Tu Desprecio","Marco Antonio Solís",2003-01-01,209506,74,false,julianchy,2026-02-23T01:18:10Z,"grupera,ranchera,mariachi,latin pop","Fonovisa",0.786,0.604,0,-7.608,0,0.0413,0.221,0.0166,0.063,0.81,97.461,4
spotify:track:0LNn2O06dvsZqvWaS870xJ,"Tu Cárcel","Me Volvi A Acordar De Ti","Los Bukis",1987,212226,72,false,julianchy,2026-02-23T01:18:12Z,"grupera,ranchera","Fonovisa",0.814,0.61,7,-13.603,1,0.0279,0.356,0,0.0764,0.864,100.027,4
spotify:track:5ZsKEtkOiiPe5h87OEusdM,"Veinticinco Rosas","Rumores","Joan Sebastian",1997-08-28,180511,73,false,julianchy,2026-02-23T01:18:14Z,"ranchera,banda,mariachi,grupera,norteño,música mexicana","Musart-Balboa",0.801,0.566,9,-7.968,1,0.0321,0.0995,0.00000352,0.0385,0.874,92.119,4
spotify:track:1DVZafFlOB53zfGDVs8w1s,"Rumores","Rumores","Joan Sebastian;Lisa Lopez",1997-08-28,222476,76,false,julianchy,2026-02-23T01:18:22Z,"ranchera,banda,mariachi,grupera,norteño,música mexicana","Musart-Balboa",0.805,0.697,11,-7.349,0,0.0363,0.488,0,0.0922,0.721,125.842,4
spotify:track:3ic95qCcp0njJNb3mJTZaP,"Déjame Vivir (with Juan Gabriel)","Canta A Juan Gabriel","Rocío Dúrcal;Juan Gabriel",1984,222760,66,false,julianchy,2026-02-23T01:18:29Z,"mariachi,ranchera,bolero,música mexicana","RCA Records Label",0.753,0.233,7,-16.193,1,0.0468,0.74,0.00000737,0.0977,0.775,131.264,4
spotify:track:2vfJS6gcbDia3SeM6VH0Id,"El Noa Noa","Recuerdos","Juan Gabriel",1980,261839,61,false,julianchy,2026-02-23T01:18:33Z,"mariachi,ranchera,bolero,música mexicana","RCA Records Label",0.542,0.69,7,-14.889,1,0.0311,0.162,0.346,0.0809,0.908,156.641,4
spotify:track:66X4n0kUTnozDpvpEHnOzV,"Oiga","Mi Mexico Querido","Joan Sebastian;Prisma",2020-04-10,209676,63,false,julianchy,2026-02-23T01:18:36Z,"ranchera,banda,mariachi,grupera,norteño,música mexicana","Craft Recordings",0.659,0.494,0,-7.768,1,0.0238,0.707,0,0.295,0.354,103.591,4
spotify:track:5vmqRHDrMgdbw3CIvQycbj,"Siempre en Mi Mente","Siempre En Mi Mente","Juan Gabriel",1978-01-26,205866,68,false,julianchy,2026-02-23T01:18:38Z,"mariachi,ranchera,bolero,música mexicana","RCA Records Label",0.394,0.452,0,-9.307,1,0.0261,0.0621,0.000115,0.471,0.6,73.984,4
spotify:track:6067AQ1faFS4EZZmtFPWJM,"Lobo Domesticado","Mis Baladas Favoritas","Joan Sebastian",2012-09-07,164440,50,false,julianchy,2026-02-23T01:18:44Z,"ranchera,banda,mariachi,grupera,norteño,música mexicana","Musart-Balboa",0.718,0.514,2,-9.639,1,0.0265,0.405,0.00000687,0.291,0.824,115.769,4
spotify:track:4Vb5YCg2XtUIM7PxE0KqY6,"40 y 20","40 Y 20","José José",1992-10-26,240893,66,false,julianchy,2026-02-23T01:18:48Z,"bolero,bacardi","Ariola",0.493,0.389,4,-10.839,0,0.027,0.2,0.0000106,0.402,0.2,86.998,4
spotify:track:4Ffrs6kqh1cyNC1gdRWI38,"Si Me Dejas Ahora","Si Me Dejas Ahora","José José",1979-10-26,272000,67,false,julianchy,2026-02-23T01:18:54Z,"bolero,bacardi","Ariola",0.442,0.439,9,-9.877,1,0.0341,0.317,0,0.11,0.447,144.699,4
spotify:track:4hfiDzgfMqtcOiUQpZidBQ,"Quién Como Tú","Quién Como tú","Ana Gabriel",1990,211733,73,false,julianchy,2026-02-23T01:19:02Z,"ranchera,mariachi","Columbia",0.689,0.464,8,-10.979,1,0.0353,0.0812,0.000016,0.109,0.347,140.558,4
spotify:track:0fC6Szw2CX8XZYsydOLmVC,"¡Ay Amor!","Pecado Original","Ana Gabriel",1987-10-06,201040,72,false,julianchy,2026-02-23T01:19:04Z,"ranchera,mariachi","Pop Music",0.485,0.528,6,-12.048,1,0.0331,0.463,0,0.0755,0.383,149.119,4
spotify:track:5YndFYZkywO0F5taLwCEQR,"Evidencias","Silueta","Ana Gabriel",1992-06-30,256706,72,false,julianchy,2026-02-23T01:19:13Z,"ranchera,mariachi","Sony Music Entertainment",0.67,0.511,6,-9.243,1,0.0369,0.645,0,0.2,0.421,102.851,4
spotify:track:6CYf0PlFE36q772z8qrZrT,"Mi Talismán","Mi Mexico","Ana Gabriel",1991-07-29,288160,74,false,julianchy,2026-02-23T01:19:15Z,"ranchera,mariachi","Columbia",0.628,0.387,10,-9.23,1,0.0261,0.437,0.00000807,0.372,0.609,109.037,4
spotify:track:3bEjAIA1UHtRLX2gq8cO6B,"No Entiendo","Mi Mexico","Ana Gabriel",1991-07-29,223826,67,false,julianchy,2026-02-23T01:19:19Z,"ranchera,mariachi","Columbia",0.665,0.314,7,-9,1,0.0301,0.487,0.00000169,0.406,0.835,125.993,4
spotify:track:6BTiNXqAQ7WSzgGBzMYsc3,"Hechizo","Mi Mexico","Ana Gabriel",1991-07-29,207200,56,false,julianchy,2026-02-23T01:19:21Z,"ranchera,mariachi","Columbia",0.671,0.336,5,-11.351,1,0.0299,0.38,0,0.0665,0.559,124.018,4
spotify:track:7sj71Y12St8KlvMpBt4K27,"Hagamos Un Trato","El Sonido Vol. 1","Amanda Miguel",1981-01-01,166731,65,false,julianchy,2026-02-23T01:19:29Z,"","DIAM Music",0.524,0.682,5,-4.978,1,0.0265,0.181,0,0.123,0.529,106.809,3
spotify:track:6wwlTwsmum6s8nHDR2q7QQ,"No Te Hago Falta","Vivencias","Ana Gabriel",1996-02-01,298760,65,false,julianchy,2026-02-23T01:19:39Z,"ranchera,mariachi","Columbia",0.454,0.442,0,-8.363,1,0.0394,0.453,0,0.0579,0.256,95.842,4
spotify:track:35eHQOoJKDcubkh3A5quLc,"Donde Estará Mi Primavera","Más De Mi Alma","Marco Antonio Solís",2001-01-01,257399,72,false,julianchy,2026-02-23T01:19:49Z,"grupera,ranchera,mariachi,latin pop","Fonovisa",0.291,0.454,7,-4.472,0,0.0302,0.429,0.000203,0.135,0.232,175.699,4
spotify:track:4WTTh1YtBwf8hhKvRyJPwi,"O Me Voy O Te Vas","Más De Mi Alma","Marco Antonio Solís",2001-01-01,287626,70,false,julianchy,2026-02-23T01:19:55Z,"grupera,ranchera,mariachi,latin pop","Fonovisa",0.653,0.64,11,-4.517,1,0.0264,0.0732,0.000473,0.0925,0.396,96.011,4
spotify:track:1Agu4u8a8Qm28zq5JtwaVv,"¿A Dónde Vamos A Parar?","En Total Plenitud","Marco Antonio Solís",2010-01-01,228920,71,false,julianchy,2026-02-23T01:19:58Z,"grupera,ranchera,mariachi,latin pop","Fonovisa",0.383,0.482,0,-4.979,1,0.0286,0.458,0.00381,0.121,0.181,143.916,4
spotify:track:0oTtqBAfTxeawxx1saJQSh,"El Peor De Mis Fracasos","Trozos De Mi Alma","Marco Antonio Solís",2003-01-01,254200,68,false,julianchy,2026-02-23T01:20:04Z,"grupera,ranchera,mariachi,latin pop","Fonovisa",0.569,0.571,2,-6.649,1,0.026,0.268,0.0000748,0.341,0.421,94.044,4
spotify:track:0T7JubkdjBXNDVadRIq2ck,"Un Buen Perdedor","Franco de Vita","Franco De Vita",1990-11-01,240226,70,false,julianchy,2026-02-23T01:20:07Z,"latin pop","distribuidora Sonografica",0.438,0.442,0,-12.691,1,0.0419,0.446,0,0.544,0.161,125.62,4
spotify:track:3vxsXUUU9jUJrGNP4APtj3,"Te Amo","Al Norte Del Sur","Franco De Vita",1988,227200,67,false,julianchy,2026-02-23T01:20:10Z,"latin pop","Pop Music",0.629,0.278,0,-14.091,1,0.0338,0.814,0,0.102,0.379,119.502,4
spotify:track:3dvw72c1XCh2oznmecISzA,"No Basta","Mis 30 Mejores Canciones","Franco De Vita",1989,272360,62,false,julianchy,2026-02-23T01:20:12Z,"latin pop","SMI Artist",0.674,0.673,10,-6.468,1,0.0281,0.461,0.00000675,0.344,0.386,129.393,4
spotify:track:21Afb9akcjAgOrfFeYRXjS,"Doce Rosas","Lorenzo Antonio","Lorenzo Antonio",2002-05-09,229668,59,false,julianchy,2026-02-23T01:20:14Z,"","Musart-Balboa",0.663,0.551,2,-9.923,1,0.0341,0.25,0,0.111,0.638,117.39,4
spotify:track:7BVMtLpd7edHeOizt4RWz9,"Frágil","Obsessed Pt. 2","Yahritza Y Su Esencia;Grupo Frontera",2023-09-08,160517,64,false,zptjlytrhkfvnay62b8i1w5gr,2026-02-23T02:47:47Z,"sad sierreño,música mexicana,cumbia norteña,banda,norteño,corrido,corridos tumbados,grupera,tejano,ranchera","Lumbre Music/Columbia",0.605,0.726,6,-4.515,1,0.0309,0.365,0,0.112,0.393,149.918,4
spotify:track:0SqqAgdovOE24BzxIClpjw,"Yo Perreo Sola","YHLQMDLG","Bad Bunny",2020-02-29,172127,83,true,zptjlytrhkfvnay62b8i1w5gr,2026-02-23T02:48:00Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.86,0.758,11,-5.16,1,0.0695,0.021,0.0000654,0.344,0.453,97.014,4
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,"Take on Me","Hunting High and Low","a-ha",1985-06-01,225280,89,false,julianchy,2026-02-23T03:23:12Z,"new wave,synthpop","Rhino",0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4
spotify:track:2374M0fQpWi3dLnB54qaLX,"Africa","Toto IV","TOTO",1982-04-08,295282,89,false,julianchy,2026-02-23T03:23:17Z,"yacht rock,soft rock","Columbia",0.671,0.373,9,-18.064,1,0.0323,0.257,0.0000801,0.0481,0.732,92.718,4
spotify:track:6kk07URPWTiRzULynSOVrs,"Maniac - From ""Flashdance""","ドライブが楽しくなる洋楽ヒッツ！80年代 DANCE","Michael Sembello",2025-05-02,246000,73,false,julianchy,2026-02-23T03:23:23Z,"","UME - Global Clearing House",0.605,0.756,3,-5.897,0,0.0553,0.0396,0.0000026,0.0447,0.827,157.714,4
spotify:track:3mRM4NM8iO7UBqrSigCQFH,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","Greatest","Bee Gees",1979-01-01,285373,83,false,julianchy,2026-02-23T03:23:27Z,"disco","Bee Gees Catalog",0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,4
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,"Another One Bites The Dust - Remastered 2011","The Game (2011 Remaster)","Queen",1980-06-27,214653,83,false,julianchy,2026-02-23T03:23:43Z,"classic rock,rock,glam rock","EMI",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4
spotify:track:2zYzyRzz6pRmhPzyfMEC8s,"Highway to Hell","Highway to Hell","AC/DC",1979-07-27,208110,88,false,julianchy,2026-02-23T03:23:47Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4
spotify:track:4u7EnebtmKWzUH433cf5Qv,"Bohemian Rhapsody - Remastered 2011","A Night At The Opera (2011 Remaster)","Queen",1975-11-21,354320,83,false,julianchy,2026-02-23T03:23:52Z,"classic rock,rock,glam rock","EMI",0.411,0.404,0,-9.928,0,0.0511,0.271,0,0.3,0.226,71.068,4
spotify:track:0ee1DiZF94NSqqpG0XHUzH,"Livin' On A Prayer","Slippery When Wet (Deluxe Edition)","Bon Jovi",1986,250209,83,false,julianchy,2026-02-23T03:23:55Z,"glam metal","Bon Jovi Dist Deal (Catalog)",0.532,0.86,0,-4.427,1,0.0348,0.0029,0.000185,0.221,0.641,122.626,4
spotify:track:5tewIdMVsaJWN19ZnmnPNN,"Hunting High and Low","Hunting High and Low","a-ha",1985-06-01,228693,69,false,julianchy,2026-02-23T03:24:19Z,"new wave,synthpop","Rhino",0.513,0.676,9,-6.148,0,0.0309,0.301,0,0.0864,0.311,116.592,4
spotify:track:5dQVCKjXLD4GdnWnrTswJO,"Me Levanté","Me Levanté","Dave Bolaño",2022-06-03,187510,58,false,zptjlytrhkfvnay62b8i1w5gr,2026-02-27T23:17:04Z,"colombian pop","Rola Inc.",0.716,0.786,9,-4.873,1,0.0792,0.489,0,0.134,0.962,169.962,4
spotify:track:0grtL2b9mfjf9mfOxVZJhP,"Formas De Amor","Sin Miedo","Calo",1994-01-01,242053,68,false,zptjlytrhkfvnay62b8i1w5gr,2026-02-28T18:31:11Z,"latin pop","Universal Music Mexico",0.732,0.839,10,-7.948,0,0.0539,0.0456,0.031,0.0448,0.933,95.071,4
spotify:track:5yvCAyzm3gkbBDJFTX26ZV,"Qué Onda Perdida","La Ratonera","Gerardo Coronel",2023-05-19,223695,54,false,zptjlytrhkfvnay62b8i1w5gr,2026-03-27T20:58:07Z,"banda,sierreño,corrido,norteño,sad sierreño","Union Music Inc",0.716,0.342,2,-5.248,1,0.0329,0.671,0.0000151,0.0795,0.741,78.018,4
spotify:track:04YMLAsyIAe1sLb6RO5YcC,"J Balvin: Bzrp Music Sessions, Vol. 62/66","J Balvin: Bzrp Music Sessions, Vol. 62/66","Bizarrap;J Balvin",2025-12-26,190384,75,false,zptjlytrhkfvnay62b8i1w5gr,2026-04-24T22:38:35Z,"argentine trap,trap latino,urbano latino,reggaeton,latin","DALE PLAY Records",0.774,0.79,2,-5.376,0,0.0321,0.312,0.000359,0.117,0.511,129.959,4
