Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7nhT7NOcyixKV17KLPAzdE,"Zúmbalo","La Orquesta Que Impone El Ritmo","Los Melódicos",2006-01-01,265546,56,false,zptjlytrhkfvnay62b8i1w5gr,2026-02-22T22:11:04Z,"merengue,tropical music,electrocumbia","YOYO USA, Inc.",0.897,0.831,9,-7.906,1,0.05,0.297,0.00473,0.0381,0.979,123.965,4
spotify:track:1gcLwCdALFFT5qvpDZgFu7,"Vete y Dile","Vete y Dile","Sergio Vargas",2001-01-01,296586,52,false,julianchy,2026-02-22T22:12:57Z,"merengue,salsa,tropical music","Union Records",0.614,0.9,5,-4.801,1,0.157,0.154,0,0.0385,0.709,149.89,4
spotify:track:7fLBzA1v6P0CXQ52OOLZdO,"Ni Tu Ni Yo","Mi Propuesta 1996","Sergio Vargas",1996,279680,53,false,julianchy,2026-02-22T22:13:00Z,"merengue,salsa,tropical music","Sony Music Latin",0.755,0.889,10,-5.804,0,0.0505,0.508,0.0001,0.274,0.753,135.289,4
spotify:track:0eaCLC0UBpc0Wh0EikTe9u,"Dile","A Tiempo","Sergio Vargas",1999-01-12,303293,51,false,julianchy,2026-02-22T22:13:05Z,"merengue,salsa,tropical music","Ariola",0.762,0.794,11,-4.662,0,0.0375,0.305,0.000136,0.102,0.721,140.048,4
spotify:track:71aYs6YwziN3BSbhqZfR4s,"Mala Memoria","Mi Propuesta 1996","Sergio Vargas",1996,282560,41,false,julianchy,2026-02-22T22:13:08Z,"merengue,salsa,tropical music","Sony Music Latin",0.741,0.803,10,-7.821,1,0.0464,0.286,0.000487,0.283,0.935,135.245,4
spotify:track:14O3hLuJMDRC8800QjuILq,"Cuarto de Hotel","12 Golden Hits","Bonny Cepeda",2011-04-12,298106,50,false,julianchy,2026-02-22T22:13:14Z,"merengue,salsa","Combo Records",0.504,0.807,5,-5.26,1,0.0329,0.389,0,0.169,0.879,139.362,4
spotify:track:2qP57GBFvveLpOLNWXHHm0,"Culpables","Para Siempre","Eddy Herrera",2003,262133,45,false,julianchy,2026-02-22T22:13:25Z,"merengue,salsa","J&N Records",0.683,0.867,5,-7.789,0,0.0636,0.651,0.00073,0.352,0.841,148.18,4
spotify:track:5O4a5RCYTJ452nsCuiPwtD,"El Jardinero","Los Años Dorados","Wilfrido Vargas",1988-01-01,266762,55,false,julianchy,2026-02-22T22:13:28Z,"merengue,tropical music,salsa","Karen Records Inc",0.397,0.686,2,-14.055,1,0.222,0.407,0,0.136,0.738,131.606,4
spotify:track:2bzg8wB7kCT9LJTunJ5kHm,"Una Fotografia","Dance It! - Bailalo!","Bonny Cepeda;Grupo Mania;Sergio Vargas",2012-09-07,247093,60,false,julianchy,2026-02-22T22:13:38Z,"merengue,salsa,tropical music","Pumar Records",0.592,0.826,9,-5.682,0,0.0291,0.382,0.000178,0.144,0.972,140.072,4
spotify:track:30SYpouR2GJJvtY3gjFz7V,"El Loco y La Luna","Los Años Dorados","Wilfrido Vargas",1988-01-01,291395,44,false,julianchy,2026-02-22T22:13:44Z,"merengue,tropical music,salsa","Karen Records Inc",0.423,0.594,10,-13.856,1,0.0479,0.421,0.00000192,0.1,0.944,127.866,4
spotify:track:51N1tsic7AMvkH5WfW7yTP,"El Gorila (Merengazo)","Sin Medir Distancia","Rikarena",1997-03-11,278373,39,false,julianchy,2026-02-22T22:14:05Z,"merengue,salsa,tropical music","J&N Records",0.729,0.846,0,-9.509,1,0.0939,0.403,0.000182,0.307,0.926,163.124,4
spotify:track:4mxSKZcao1Eu3MzVOXjiiT,"No Se Olvidar","Pegame Tu Vicio","Eddy Herrera",2001-07-17,273786,31,false,julianchy,2026-02-22T22:14:26Z,"merengue,salsa","Columbia",0.717,0.785,11,-6.957,0,0.0328,0.607,0.00019,0.123,0.961,131.969,4
spotify:track:16LDbpqgCtvEZDQ5wfOWrj,"Nuestra Cancion","Suavemente","Elvis Crespo",1998-02-27,208640,66,false,julianchy,2026-02-22T22:14:32Z,"merengue,latin dance,salsa,latin","Sony Music Latin",0.692,0.885,7,-3.132,0,0.0466,0.425,0.00256,0.239,0.923,126.228,4
spotify:track:2eRba627Otdkl6SsPyYWnY,"La Ventanita","Lucharé","Mickey Taveras",1995-01-01,284533,34,false,julianchy,2026-02-22T22:14:36Z,"salsa,merengue","Karen Publishing Company",0.648,0.815,2,-4.756,1,0.0404,0.229,0,0.13,0.953,126.507,4
spotify:track:19nKV5HPKjZxdc2Lsq5yZ4,"El Cantinero Rap","En Accion!","Jossie Esteban;La Patrulla 15",1992,325933,34,false,julianchy,2026-02-22T22:15:00Z,"merengue,tropical music","TTH Records",0.68,0.655,5,-13.315,0,0.0698,0.65,0.000218,0.262,0.89,137.594,4
spotify:track:2tWSh1ui05HkfiPjVStkJJ,"El Venao","Totally Merengue Hitzz","Ramón Orlando",2015-03-03,215240,35,false,julianchy,2026-02-22T22:15:12Z,"merengue,salsa","NVO Records, Inc",0.777,0.783,8,-9.348,1,0.0618,0.131,0.00000706,0.0991,0.678,126.071,4
spotify:track:09rl25gkGNV7iT7Q5h5ZXc,"El Virao","Merengue Pa' La Calle Platinum 8","Puro Merengon",2004-10-19,249720,25,false,julianchy,2026-02-22T22:15:17Z,"merengue","Max Mex Records",0.739,0.949,2,-4.309,1,0.242,0.182,0.00000696,0.0242,0.703,84.884,4
spotify:track:2em0pwdGyN32KGZSAzPN83,"El Comején","Wilfrido Vargas & Sandy Reyes","Wilfrido Vargas;Sandy Reyes",1982-01-01,260105,25,false,julianchy,2026-02-22T22:15:37Z,"merengue,tropical music,salsa","Karen Records Inc",0.562,0.654,0,-12.887,1,0.053,0.571,0.00647,0.0606,0.915,143.705,4
spotify:track:19Y0LF5TziCORmpe5R2ekY,"La Tanguita Roja","Top 40","Oro Solido",2016,252746,53,false,julianchy,2026-02-22T22:16:19Z,"merengue","Wahoo Music / 24K Entertainment",0.801,0.953,11,-2.129,1,0.181,0.22,0.00000148,0.0342,0.477,90.616,4
spotify:track:0c27iEtApUClcQ44aZ4BIP,"La Tanga","Internacional","Oro Solido",2016,267733,59,false,julianchy,2026-02-22T22:16:24Z,"merengue","Wahoo Music / 24K Entertainment",0.776,0.771,11,-8.244,1,0.159,0.241,0.00000114,0.0869,0.498,84.907,4
spotify:track:4jRxEVNituPZObHbCSBZL3,"Guallando","El Hombre Mas Famoso De La Tierra","Fulanito",1997-11-21,205333,64,false,julianchy,2026-02-22T22:16:43Z,"merengue","Cutting Records",0.681,0.907,7,-8.181,1,0.0699,0.0497,0,0.715,0.94,149.938,4
spotify:track:2EWZswsvSERfAWzXPE2trG,"El Cepillo","Greatest Hits","Fulanito",2008-04-15,206493,59,false,julianchy,2026-02-22T22:16:51Z,"merengue","Cutting Records",0.728,0.938,7,-7.844,1,0.077,0.0721,0.000173,0.0318,0.938,150.004,4
spotify:track:37ws88i53kzULHGoip4u1h,"El Grillero","New Era","Proyecto Uno",1996,396266,43,false,julianchy,2026-02-22T22:17:02Z,"merengue,latin house","H.O.L.A.",0.667,0.819,9,-9.469,1,0.568,0.173,0,0.415,0.558,162.894,4
spotify:track:6E8LDqPYhgxGyZE44tXXkH,"Bachata Merengue","Agua","Wilfrido Vargas",1989-09-12,277054,50,false,julianchy,2026-02-22T22:17:12Z,"merengue,tropical music,salsa","Discos TRUS",0.661,0.768,11,-7.396,1,0.264,0.2,0,0.143,0.918,160.28,4
spotify:track:4V8uHuLaBRxQ02H4YNCOO7,"Sopa de Caracol","Lo Mejor de Banda Blanca - 16 Exitos","Banda Blanca",1993-03-23,293906,62,false,julianchy,2026-02-22T22:17:17Z,"merengue,punta,cumbia","Great Touch-Pow",0.927,0.544,3,-14.621,1,0.0769,0.308,0.0000103,0.312,0.961,124.283,4
spotify:track:7yEzrqSsvmAQGpEQtl1UYp,"La Fiesta","Otra Vez","Sandy & Papo",1997-06-17,280360,52,false,julianchy,2026-02-22T22:17:34Z,"merengue","La Oreja Media Group, Inc.",0.87,0.788,6,-7.005,1,0.0425,0.116,0.00968,0.104,0.927,130.068,4
spotify:track:0xv6hhmkF4XLzG87mNA1ia,"Sin Sentimiento","Cielo De Tambores","Grupo Niche",1990-09-22,295600,67,false,julianchy,2026-02-22T22:18:10Z,"salsa,merengue","Codiscos",0.611,0.627,2,-9.978,0,0.0358,0.304,0,0.116,0.627,82.538,4
spotify:track:68runhwF0SdEN1DFSadXWk,"Anhelo","Reclamando Nuestro Espacio","Adolescent's Orquesta",1995-02-10,248555,75,false,julianchy,2026-02-22T22:18:16Z,"salsa,merengue","KORTA RECORDS",0.739,0.521,8,-13.858,1,0.0471,0.404,0.00000409,0.0727,0.807,91.095,4
spotify:track:1F1VPI3wUKEKA1DPx5Y9Fy,"Cuenta Conmigo","No Me Olvidaras","Jerry Rivera",1990,230186,66,false,julianchy,2026-02-22T22:18:21Z,"salsa,merengue","Sony Tropical",0.673,0.718,1,-4.666,1,0.0379,0.609,0.0000688,0.316,0.917,176.89,4
spotify:track:5H1mAzh396id1TPT0JaItz,"Persona Ideal","Millenium Hits","Adolescent's Orquesta",1999-10-18,281260,72,false,julianchy,2026-02-22T22:18:26Z,"salsa,merengue","KORTA RECORDS",0.467,0.715,2,-4.916,0,0.0324,0.398,0,0.114,0.841,97.765,4
spotify:track:7r0ckjpJUZwOASD1VLJgS7,"Todo Tiene Su Final","Lo Mato","Willie Colón;Héctor Lavoe",1973-12-31,303373,66,false,julianchy,2026-02-22T22:18:34Z,"salsa,merengue,son cubano,bolero","Fania",0.498,0.85,5,-6.494,0,0.042,0.74,0.000273,0.292,0.935,101.299,4
spotify:track:2YtWJzOcIHGC7uNbANUtPE,"Pequeñas Cosas","Justo A Tiempo","Willie Gonzalez",2006-01-01,307173,64,false,julianchy,2026-02-22T22:18:42Z,"salsa","Musical Productions",0.687,0.578,9,-8.717,1,0.0385,0.623,0,0.0858,0.841,176.368,4
spotify:track:3S9SunKgZYzR4WIgBBD7yH,"Sobredosis","Sobredosis de Amor y Salsa","Los Titanes;Óscar Quesada",2012-06-20,249878,66,false,julianchy,2026-02-22T22:18:49Z,"salsa","Discos Fuentes",0.528,0.857,7,-6.468,0,0.0396,0.47,0.00149,0.138,0.957,168.864,4
spotify:track:5iwgEFKEktjBBZV3C9TTZj,"Idilio","Hecho En Puerto Rico","Willie Colón",1993,309640,70,false,julianchy,2026-02-22T22:18:56Z,"salsa,merengue,son cubano","Sony Tropical",0.768,0.599,10,-12.624,0,0.0379,0.588,0.00246,0.0807,0.93,93.96,4
spotify:track:02c7d670y3o6IvkBPazlFu,"Juanito Alimaña","Greatest Hits","Héctor Lavoe;Willie Colón",2008-02-26,345600,54,false,julianchy,2026-02-22T22:19:02Z,"salsa,merengue,son cubano,bolero","Fania",0.73,0.726,7,-5.451,0,0.0342,0.531,0.00000107,0.0819,0.873,89.832,4
spotify:track:4eJXH4tss0nwgHlaPqMwSc,"Triste Y Vacía","Vigilante","Héctor Lavoe;Willie Colón",1982-01-01,371773,64,false,julianchy,2026-02-22T22:19:17Z,"salsa,merengue,son cubano,bolero","Fania",0.506,0.624,9,-4.997,0,0.0362,0.646,0,0.104,0.664,94.979,4
spotify:track:10Sj6LNHR3bD3CSgDXxyqc,"Detalles","El Verdadero León","Oscar D'León",1997-01-01,278871,61,false,julianchy,2026-02-22T22:19:30Z,"salsa,merengue","Musart-Balboa",0.724,0.77,4,-4.024,1,0.0533,0.184,0.000037,0.243,0.935,176.243,4
spotify:track:0XQzw53uo8V4GErre45Az1,"La Cita","Solo Salsa","Galy Galiano",1993-03-30,290742,72,false,julianchy,2026-02-22T22:19:37Z,"salsa,ranchera,popular colombian music","Sonolux",0.708,0.939,9,-5.449,1,0.0407,0.643,0.00132,0.339,0.946,86.219,4
spotify:track:5XWfwjzFNl2pTB737fx7qr,"El Gran Varón","Top Secrets","Willie Colón",1989-01-01,414706,74,false,julianchy,2026-02-22T22:19:38Z,"salsa,merengue,son cubano","Fania",0.645,0.665,7,-5.519,0,0.0384,0.581,0,0.0391,0.369,94.115,4
spotify:track:5D1P4P7IxymGprWdbaq8N4,"Maria Teresa y Danilo","Siempre Charanga","Hansel Y Raul",2002-03-19,287626,60,false,julianchy,2026-02-22T22:19:41Z,"salsa,merengue","Ariola",0.576,0.745,9,-4.75,0,0.0713,0.662,0.000135,0.0818,0.906,162.071,4
spotify:track:4lmOvO7Nc0Ppdz2hk8jpHj,"Y Hubo Alguien","Contra La Corriente","Marc Anthony",1997-01-01,388360,73,false,julianchy,2026-02-22T22:19:56Z,"salsa,merengue,bachata,latin,latin pop","National Own",0.474,0.879,4,-3.979,0,0.115,0.636,0,0.16,0.668,91.094,4
spotify:track:47TyfLrGhYHHyyQWk64d0M,"Flor Pálida","3.0","Marc Anthony",2013-07-23,280461,74,false,julianchy,2026-02-22T22:20:06Z,"salsa,merengue,bachata,latin,latin pop","Sony Music Latin",0.574,0.802,7,-3.976,1,0.0316,0.659,0.00000507,0.0765,0.739,93.537,4
spotify:track:69LmZ6MUvY1JPrgEaiD8uG,"Nuestro Sueño","Grandes De La Salsa Homenaje Al Grupo Niche","David Pabon",2002-01-17,333480,62,false,julianchy,2026-02-22T22:20:16Z,"salsa,merengue","Codiscos",0.619,0.967,5,-5.87,0,0.0395,0.613,0.131,0.086,0.873,178.188,4
spotify:track:4VTb5wB46sZDsfL8XgroGt,"Gitana","Tiempo pa' Matar","Willie Colón",1983-01-01,414266,71,false,julianchy,2026-02-22T22:20:24Z,"salsa,merengue,son cubano","Fania",0.479,0.593,11,-6.629,0,0.0502,0.635,0.00000261,0.216,0.805,86.092,4
spotify:track:3iPlRUr1BKFQVlVM6zxFWl,"El Amor de Mi Vida ""Se Fue""","Auténtico","Grupo Galé",2007-09-19,279080,64,false,julianchy,2026-02-22T22:20:32Z,"salsa","Codiscos",0.647,0.905,0,-5.408,1,0.0355,0.518,0,0.14,0.953,168.496,4
spotify:track:6VNtvgb2n1wJgHTWyPYAZY,"Mujer de Carne y Hueso","Bueno y Más","Guayacán Orquesta",2015-01-01,294661,57,false,julianchy,2026-02-22T22:20:36Z,"salsa,merengue","Guayacán",0.783,0.706,7,-5.227,1,0.0446,0.216,0,0.309,0.959,90.928,4
spotify:track:3bpqoOSDwdaK003DPMvDJQ,"Soledad","La-33","La-33",2004-12-04,285546,60,false,julianchy,2026-02-22T22:20:42Z,"salsa,cha cha cha,son cubano","La-33",0.823,0.753,8,-4.671,1,0.0514,0.75,0,0.0595,0.896,95.045,4
spotify:track:3kWdP01aQOtBun2FumlqTm,"Buenaventura y Caney","Querer Es Poder","Grupo Niche",1981-06-22,309963,57,false,julianchy,2026-02-22T22:20:48Z,"salsa,merengue","Codiscos",0.654,0.821,10,-6.433,1,0.048,0.565,0.00000378,0.0805,0.911,96.846,4
spotify:track:4fHYtAHpAmsFDq7kTLzgh5,"Y No Hago Mas Na'","La Universidad de La Salsa","El Gran Combo De Puerto Rico",1983,301373,61,false,julianchy,2026-02-22T22:20:51Z,"salsa,merengue,timba","Combo Records",0.812,0.679,2,-6.008,0,0.0559,0.68,0.00283,0.314,0.852,90.474,4
spotify:track:2KdNSa9hgTH75XIDOCvHkC,"Yo Quisiera","Papachango","Oscar D'León",2007-03-12,351805,49,false,julianchy,2026-02-22T22:21:01Z,"salsa,merengue","Musart-Balboa",0.535,0.756,7,-8.214,0,0.0359,0.381,0.00000239,0.13,0.894,107.789,4
spotify:track:7LW0MY3daXOPbu43Ukw1Bc,"La Muerte","20th Anniversary","El Gran Combo De Puerto Rico",1982,264560,45,false,julianchy,2026-02-22T22:21:06Z,"salsa,merengue,timba","Combo Records",0.734,0.626,7,-7.672,0,0.0357,0.488,0,0.109,0.875,95.328,4
spotify:track:2WLNCSzgMtdXyHcdPNK8UQ,"Te Propongo","Al Duro","Hector Rey",2006-01-01,277906,62,false,julianchy,2026-02-22T22:21:10Z,"salsa","Musical Productions",0.811,0.577,5,-9.357,0,0.0364,0.782,0.00531,0.223,0.865,94.034,4
spotify:track:0EBkntTPUGN0hjg7Nzo5f3,"Ay Amor, Cuando Hablan las Miradas","25 Años, 25 Éxitos, 25 Artistas, Vol. 1","Guayacán Orquesta",1992,259578,56,false,julianchy,2026-02-22T22:21:16Z,"salsa,merengue","Guayacán Orquesta",0.685,0.48,1,-9.504,1,0.0413,0.0505,0,0.0776,0.867,175.745,4
spotify:track:4RVoANNOAf68rE2nL5kG6w,"Que Locura Enamorarme De Ti","Grandes Exitos","Eddie Santiago",1992-07-09,305012,65,false,julianchy,2026-02-22T22:21:26Z,"salsa,merengue","Top Hits",0.757,0.871,1,-4.697,1,0.0482,0.736,0,0.0705,0.918,94.769,4
spotify:track:1xygRDEU3ZI63I3gISgAVn,"Lagrimas","Salsa Dura, Vol. 5","Los Bravos de Panama",2015-09-01,395933,50,false,julianchy,2026-02-22T22:21:32Z,"salsa","Salsa Dura Records",0.503,0.844,10,-5.257,1,0.0358,0.206,0.000012,0.13,0.874,102.073,4
spotify:track:5HCGrYR7g9u2X9Ju83yQLm,"Virgen","Ahora Más Que Nunca","Adolescent's Orquesta",2001-09-20,271751,78,false,julianchy,2026-02-22T22:21:38Z,"salsa,merengue","Korta Records",0.66,0.738,8,-4.816,1,0.0442,0.724,0.000466,0.115,0.755,90.886,4
spotify:track:2n1MTLCis6qPSDKdr5XSDI,"Oh Qué Será?","Greatest Hits","Willie Colón",2008-02-26,304200,80,false,julianchy,2026-02-22T22:21:44Z,"salsa,merengue,son cubano","Fania",0.445,0.791,9,-5.017,0,0.132,0.69,0.00000135,0.0718,0.459,87.058,4
spotify:track:1q2J8KWeewoqOrZI4a65P9,"Un verano en Nueva York","Numero 7","El Gran Combo De Puerto Rico",1975,298515,66,false,julianchy,2026-02-22T22:21:48Z,"salsa,merengue,timba","Combo Records",0.557,0.65,7,-8.897,1,0.0424,0.673,0.122,0.286,0.965,106.1,4
spotify:track:4rt2zpNhFBayp948Pi6liZ,"Con la Punta del Pie","Pare Cochero","La Gloria Matancera",2004-01-01,217773,57,false,julianchy,2026-02-22T22:21:55Z,"salsa,son cubano","Tumi Music Ltd",0.809,0.635,10,-6.39,1,0.0555,0.41,0.00094,0.0566,0.969,109.448,4
spotify:track:0igexfEkyeWZYNtBFoNRfS,"La-33","La-33","La-33",2004-12-04,338653,48,false,julianchy,2026-02-22T22:22:00Z,"salsa,cha cha cha,son cubano","La-33",0.77,0.838,2,-5.925,1,0.0501,0.588,0.000002,0.884,0.659,107.543,4
spotify:track:6258We1xSV3M2oLVMwhirP,"La Pantera Mambo","La-33","La-33",2004-12-04,374840,52,false,julianchy,2026-02-22T22:22:04Z,"salsa,cha cha cha,son cubano","La-33",0.782,0.791,0,-6.321,1,0.0383,0.474,0.0012,0.0555,0.819,99.992,4
spotify:track:0pX477ap2l86BbHfKTncpM,"Aguanile","El Juicio","Willie Colón;Héctor Lavoe",1972-01-01,369120,60,false,julianchy,2026-02-22T22:22:10Z,"salsa,merengue,son cubano,bolero","Fania",0.573,0.712,0,-6.375,0,0.0671,0.632,0.0000587,0.432,0.957,125.834,4
spotify:track:2jBe0JwHUxPi02bvSigPdg,"Lluvia con Nieve","Que Gente Averiguá","Mon Rivera",1961-01-01,177680,58,false,julianchy,2026-02-22T22:22:11Z,"salsa,son cubano,latin jazz","Fania",0.744,0.714,5,-6.338,1,0.0553,0.154,0.35,0.0709,0.554,101.867,4
spotify:track:1JXcB149QtbcIpDUA6YZOB,"Algo Que Se Quede","40","Grupo Niche",2020-05-29,220135,71,false,julianchy,2026-02-22T22:22:27Z,"salsa,merengue","Grupo Niche",0.751,0.722,2,-4.197,1,0.0506,0.457,0,0.178,0.788,140.043,4
spotify:track:3ZIE8flTJ6WWn8wF0YzaaQ,"Plástico","Siembra","Willie Colón;Rubén Blades",1978-01-01,401880,61,false,julianchy,2026-02-22T22:22:44Z,"salsa,merengue,son cubano,latin jazz","Fania",0.658,0.541,11,-7.73,0,0.0585,0.797,0.00000184,0.456,0.7,103.176,4
spotify:track:2BOcua9pjhKuVtgN40AAHX,"Decisiones","Buscando America","Rubén Blades",1987,303400,64,false,julianchy,2026-02-22T22:22:47Z,"salsa,latin jazz,merengue,son cubano","Elektra Records",0.661,0.61,8,-9.824,1,0.0707,0.777,0,0.0475,0.452,96.402,4
spotify:track:5OmWm4rnwYwHAxWePNqaoK,"Ah-Ah / O-No","El Juicio","Willie Colón;Héctor Lavoe",1972-01-01,227280,58,false,julianchy,2026-02-22T22:22:55Z,"salsa,merengue,son cubano,bolero","Fania",0.597,0.743,0,-5.308,1,0.0323,0.288,0,0.307,0.965,95.456,4
spotify:track:2w780pCHPCVOVo32GxSeXp,"Periódico de Ayer - Remastered 2024","De Ti Depende (Remastered 2024)","Héctor Lavoe",2025-09-26,405063,68,false,julianchy,2026-02-22T22:23:07Z,"salsa,merengue,son cubano,bolero","Craft Recordings",0.56,0.475,5,-8.918,0,0.0369,0.368,0.0000168,0.0921,0.698,101.056,4
spotify:track:3OFqP5RVQAgM8ZF65EMYQq,"Rebelión","Musa Original","Joe Arroyo;La Verdad",1986-08-14,375675,52,false,julianchy,2026-02-22T22:23:20Z,"salsa,merengue,tropical music","Discos Fuentes Edimúsica S.A.S.",0.614,0.672,10,-5.823,0,0.0659,0.0838,0.000149,0.223,0.771,106.051,4
spotify:track:4lHzRngQQA2f7dyj8vp6Lx,"Arrepentida","Persona Ideal","Adolescent's Orquesta",1996-09-20,247797,65,false,julianchy,2026-02-22T22:23:23Z,"salsa,merengue","KORTA RECORDS",0.746,0.734,8,-8.526,1,0.0508,0.373,0.00000169,0.209,0.929,110.97,4
spotify:track:3fRIuTih8bzc0vtY9fHhvF,"Talento De Televisión","Mis Favoritas","Willie Colón",2010-06-08,279320,78,false,julianchy,2026-02-22T22:23:34Z,"salsa,merengue,son cubano","Sony Music Latin",0.779,0.796,2,-6.675,1,0.0434,0.701,0.0000399,0.0636,0.938,104.947,4
spotify:track:4rHczyhBZ53pLWgn6edWfB,"Casi un Hechizo","Cuenta Conmigo","Jerry Rivera",1992-05-19,274733,61,false,julianchy,2026-02-22T22:23:37Z,"salsa,merengue","Sony Tropical",0.751,0.518,0,-9.705,1,0.0466,0.683,0.0000392,0.0465,0.87,93.122,4
spotify:track:2q9udNV9NK0BL3q9p6TLxf,"Procura","Pa' Otro La 'O","ChiChi Peralta;Jandy Feliz",1997-07-01,271031,77,false,julianchy,2026-02-22T22:23:43Z,"merengue,salsa","Caiman Music",0.805,0.757,8,-7.46,1,0.0355,0.279,0.000839,0.101,0.973,102.14,4
spotify:track:1oUjLEp7oCpjQlSCiwBZsF,"Amor y Control","Dos Clásicos","Rubén Blades",1991,348346,65,false,julianchy,2026-02-22T22:23:47Z,"salsa,latin jazz,merengue,son cubano","Sony Music Latin",0.75,0.602,7,-9.686,1,0.035,0.364,0.00736,0.136,0.845,89.066,4
spotify:track:07RVxiFKeWvBF8aKuPMaXk,"Lobo Domesticado","Rodven Clasico: Tommy Olivencia Y Su Orquesta ""30 Aniversario""","Tommy Olivencia",1987-01-01,290453,62,false,julianchy,2026-02-22T22:24:00Z,"salsa","Int'l Other",0.693,0.735,7,-4.692,1,0.0337,0.329,0.0000225,0.0413,0.779,96.838,4
spotify:track:7aKs8kWKKau0SDgaeyZMAX,"Pedro Navaja","Siembra","Willie Colón;Rubén Blades",1978-01-01,445080,71,false,julianchy,2026-02-22T22:24:07Z,"salsa,merengue,son cubano,latin jazz","Fania",0.595,0.574,2,-7.411,1,0.11,0.789,0.0000953,0.209,0.825,94.904,4
spotify:track:6RvQchPUrJSJesyeYD4Z74,"Rumores","Sensation '85","Orquesta La Palabra",1985-11-10,342887,61,false,julianchy,2026-02-22T22:24:31Z,"salsa,timba","Orquesta La Palabra",0.711,0.941,2,-2.376,0,0.0421,0.37,0.0000604,0.319,0.751,99.625,4
spotify:track:5DrdMZSiRKOVQszXln9VMO,"Te Compro Tu Novia","América Sin Queja","Ramón Orlando",1993-11-09,267706,66,false,julianchy,2026-02-22T22:24:39Z,"merengue,salsa","Karen Records Inc",0.727,0.707,8,-13.469,1,0.041,0.568,0.00011,0.147,0.966,149.089,4
spotify:track:3MSEhf5uEbvq9Oafxhsmu7,"Rompecintura","Y Es Fácil!","Los Hermanos Rosario",1997-04-22,250773,63,false,julianchy,2026-02-22T22:24:45Z,"merengue","Karen Publishing Company",0.743,0.944,7,-6.121,0,0.0516,0.497,0.0636,0.112,0.933,155.533,4
spotify:track:0O2j5GTz60A3K7dMZn4WQC,"Entrega","Sutil y Contundente","Grupo Niche",1989-05-10,342000,57,false,julianchy,2026-02-22T22:24:57Z,"salsa,merengue","Codiscos",0.631,0.583,5,-12.501,1,0.0356,0.459,0.000334,0.321,0.886,163.27,4
spotify:track:0xlIUnG2X2TAU9rW8XbeQP,"Verdades","Verdades","Hansel Camacho",1992-08-12,256678,57,false,julianchy,2026-02-22T22:25:04Z,"salsa","FM Entretenimiento",0.663,0.929,10,-7.055,1,0.0357,0.301,0.0246,0.296,0.963,163.059,4
spotify:track:3yICms0ll0nqbBqHa2sCOr,"Deseo","Regálame Una Noche","Maelo Ruiz",2005-08-24,233226,64,false,julianchy,2026-02-22T22:25:25Z,"salsa,merengue","Codiscos",0.701,0.842,7,-5.346,1,0.0443,0.216,0,0.0715,0.672,169.934,4
spotify:track:3QorC3YeHA1zuGHwGCmBja,"Olvídala","2.000","Binomio de Oro de América",1998-01-01,304390,72,false,julianchy,2026-02-22T22:25:39Z,"vallenato","Codiscos",0.533,0.734,2,-5.281,1,0.0369,0.148,0,0.221,0.61,132.216,4
spotify:track:5LPALPnDEbOb1ymzOQRgzi,"Periódico de Ayer","Exitos, Vol.1","Héctor Lavoe",2020-09-30,400966,25,false,julianchy,2026-02-22T22:25:41Z,"salsa","Jibarito Records",0.509,0.856,8,0.442,1,0.0374,0.183,0.00000104,0.189,0.556,100.85,4
spotify:track:6dQBpbW4zmZZwWuAB1Xiwc,"Casanova","Corazón Guerrero","Willie Colón",1983-01-01,203520,46,false,julianchy,2026-02-22T22:25:51Z,"salsa,merengue,son cubano","Fania",0.488,0.525,2,-10.844,0,0.0747,0.663,0.00000179,0.0763,0.83,156.891,4
spotify:track:2ZyrAym0sRLwt4PhGotHuI,"LA VILLA","HOPI SENDÉ","Ryan Castro;Kapo;Gangsta",2025-10-23,192111,86,true,julianchy,2026-02-22T22:26:34Z,"reggaeton,latin afrobeats","AWOO Corp./Sony Music Latin",0.741,0.908,2,-3.383,0,0.0666,0.0492,0.0000106,0.103,0.876,180.067,4
spotify:track:04YMLAsyIAe1sLb6RO5YcC,"J Balvin: Bzrp Music Sessions, Vol. 62/66","J Balvin: Bzrp Music Sessions, Vol. 62/66","Bizarrap;J Balvin",2025-12-26,190384,75,false,julianchy,2026-02-22T22:26:43Z,"argentine trap,trap latino,urbano latino,reggaeton,latin","DALE PLAY Records",0.774,0.79,2,-5.376,0,0.0321,0.312,0.000359,0.117,0.511,129.959,4
spotify:track:4zqFA9MOG86u7uugR8QFDU,"DÓNDE","POR SI ALGUIEN NOS ESCUCHA","Kapo;Ryan Castro",2025-07-03,193386,78,true,julianchy,2026-02-22T22:26:45Z,"latin afrobeats,reggaeton","Sony Music Latin/La Industria",0.885,0.623,9,-5.129,1,0.236,0.132,0,0.217,0.633,92.01,4
